Company Name,BSE Code,NSE Symbol,Latest Market Cap,Industry
Iris Business Services Ltd.,540735,IRIS, ? 656.19 ,BPO/ITeS
NR Agarwal Industries Ltd.,516082,NRAIL, ? 656.17 ,Paper & Paper Products
Niyogin Fintech Ltd.,538772,, ? 656.10 ,Finance - Investment
Hindustan Media Ventures Ltd.,533217,HMVL, ? 656.05 ,Printing And Publishing
Lakshmi Mills Company Ltd.,502958,LAKSHMIMIL, ? 655.03 ,Textile
Maan Aluminium Ltd.,532906,MAANALU, ? 654.97 ,Aluminium & Aluminium Products
Empire Industries Ltd.,509525,, ? 653.46 ,Glass
Megatherm Induction Ltd.,,MEGATHERM, ? 653.21 ,Engineering - Industrial Equipments
Hardwyn India Ltd.,541276,HARDWYN, ? 653.04 ,Aluminium & Aluminium Products
Alphalogic Techsys Ltd.,542770,, ? 650.53 ,BPO/ITeS
Precot Ltd.,521184,PRECOT, ? 650.34 ,Textile - Spinning
Kinetic Engineering Ltd.,500240,KINETICENG, ? 649.89 ,Auto Ancillary
Artson Ltd.,522134,ARTSONENGG, ? 646.10 ,Engineering - Industrial Equipments
Iris Clothings Ltd.,,IRISDOREME, ? 645.99 ,Textile
Uni Abex Alloy Products Ltd.,504605,, ? 643.67 ,Castings/Forgings
Hercules Hoists Ltd.,505720,HERCULES, ? 642.94 ,Engineering - Industrial Equipments
DMCC Speciality Chemicals Ltd.,506405,DMCC, ? 641.46 ,Chemicals
TPL Plastech Ltd.,526582,TPLPLASTEH, ? 639.47 ,Plastic Products
R.P.P. Infra Projects Ltd.,533284,RPPINFRA, ? 635.99 ,Construction - Real Estate
Accent Microcell Ltd.,,ACCENTMIC, ? 635.95 ,Pharmaceuticals & Drugs
SIL Investments Ltd.,521194,SILINV, ? 635.43 ,Finance - NBFC
Primo Chemicals Ltd.,506852,PRIMO, ? 633.97 ,Chemicals
Tolins Tyres Ltd.,544254,TOLINS, ? 632.62 ,Tyres & Allied
Annapurna Swadisht Ltd.,,ANNAPURNA, ? 631.25 ,Consumer Food
Valiant Communications Ltd.,526775,, ? 630.92 ,Telecommunication - Equipment
Transworld Shipping Lines Ltd.,520151,TRANSWORLD, ? 629.96 ,Shipping
MOS Utility Ltd.,,MOS, ? 628.25 ,Fintech
Tracxn Technologies Ltd.,543638,TRACXN, ? 627.47 ,IT - Software
Shiv Texchem Ltd.,544272,, ? 621.02 ,Trading
Essar Shipping Ltd.,533704,ESSARSHPNG, ? 619.27 ,Shipping
Naperol Investments Ltd.,500298,NATPEROXID, ? 619.04 ,Chemicals
International Conveyors Ltd.,509709,INTLCONV, ? 616.17 ,Engineering - Industrial Equipments
RNFI Services Ltd,,RNFI, ? 616.08 ,Fintech
Andhra Cements Ltd.,532141,ACL, ? 615.89 ,Cement & Construction Materials
Euro India Fresh Foods Ltd.,,EIFFL, ? 615.66 ,Consumer Food
PTL Enterprises Ltd.,509220,PTL, ? 615.02 ,Business Support
Delton Cables Ltd.,504240,, ? 615.00 ,Cable
Baheti Recycling Industries Ltd.,,BAHETI, ? 612.26 ,Aluminium & Aluminium Products
Speciality Restaurants Ltd.,534425,SPECIALITY, ? 611.29 ,Restaurants
Orient Paper & Industries Ltd.,502420,ORIENTPPR, ? 611.09 ,Paper & Paper Products
Bella Casa Fashion & Retail Ltd.,539399,, ? 608.80 ,Textile
Haldyn Glass Ltd.,515147,, ? 608.47 ,Glass
Wim Plast Ltd.,526586,WIMPLAST, ? 608.39 ,Plastic Products
ADC India Communications Ltd.,523411,KRONECOMM, ? 607.29 ,Telecommunication - Equipment
W.S. Industries (India) Ltd.,504220,WSI, ? 606.20 ,Engineering - Construction
Hindustan Motors Ltd.,500500,HINDMOTORS, ? 606.16 ,Automobiles - Passenger Cars
Giriraj Civil Developers Ltd.,,GIRIRAJ, ? 605.19 ,Engineering - Construction
Moneyboxx Finance Ltd.,538446,, ? 603.24 ,Finance - NBFC
OCCL Ltd.,544278,OCCLLTD, ? 602.80 ,Chemicals
Sahaj Solar Ltd,,SAHAJSOLAR, ? 602.69 ,Engineering - Industrial Equipments
Maagh Advertising And Marketing Services Ltd.,543624,, ? 601.98 ,Advertising & Media
Venus Remedies Ltd.,526953,VENUSREM, ? 600.45 ,Pharmaceuticals & Drugs
Emami Paper Mills Ltd.,533208,EMAMIPAP, ? 599.00 ,Paper & Paper Products
PVP Ventures Ltd.,517556,PVP, ? 598.93 ,Construction - Real Estate
Mehai Technology Ltd.,540730,, ? 594.33 ,Electric Equipment
Vraj Iron & Steel Ltd.,544204,VRAJ, ? 593.59 ,Steel & Iron Products
Tiger Logistics (India) Ltd.,536264,, ? 592.80 ,Logistics
Fratelli Vineyards Ltd.,541741,, ? 592.69 ,Trading
SPEL Semiconductor Ltd.,517166,SPICELEC, ? 590.76 ,Electronics - Components
DIC India Ltd.,500089,DICIND, ? 589.11 ,Chemicals
Kaya Ltd.,539276,KAYA, ? 587.36 ,Hospital & Healthcare Services
Sunshield Chemicals Ltd.,530845,, ? 586.85 ,Chemicals
Prozone Realty Ltd.,534675,PROZONER, ? 583.86 ,Construction - Real Estate
Batliboi Ltd.,522004,BATLIBOI, ? 583.17 ,Engineering - Industrial Equipments
Pavna Industries Ltd.,543915,PAVNAIND, ? 582.82 ,Auto Ancillary
Bemco Hydraulics Ltd.,522650,, ? 579.95 ,Engineering - Industrial Equipments
Atmastco Ltd.,,ATMASTCO, ? 579.90 ,Engineering - Industrial Equipments
Prevest Denpro Ltd.,543363,, ? 579.86 ,Medical Equipment/Supplies/Accessories
Rane Brake Lining Ltd.,532987,RBL, ? 579.51 ,Auto Ancillary
Vinyl Chemicals (India) Ltd.,524129,VINYLINDIA, ? 578.90 ,Trading
Effwa Infra & Research Ltd,,EFFWA, ? 578.68 ,Engineering - Construction
Sreeleathers Ltd.,535601,SREEL, ? 577.83 ,Trading
Emkay Global Financial Services Ltd.,532737,EMKAY, ? 575.87 ,Finance - Stock Broking
Orbit Exports Ltd.,512626,ORBTEXP, ? 575.13 ,Textile
Jenburkt Pharmaceuticals Ltd.,524731,, ? 573.68 ,Pharmaceuticals & Drugs
Mahamaya Steel Industries Ltd.,513554,MAHASTEEL, ? 573.56 ,Steel & Iron Products
Onmobile Global Ltd.,532944,ONMOBILE, ? 572.75 ,IT - Software
Ashima Ltd.,514286,ASHIMASYN, ? 571.91 ,Textile
Rudra Ecovation Ltd.,514010,, ? 571.50 ,Textile
Captain Technocast Ltd.,540652,, ? 568.89 ,Castings/Forgings
Supreme Power Equipment Ltd.,,SUPREMEPWR, ? 568.30 ,Electric Equipment
Munjal Showa Ltd.,520043,MUNJALSHOW, ? 568.25 ,Auto Ancillary
Nahar Industrial Enterprises Ltd.,519136,NAHARINDUS, ? 567.85 ,Textile - Spinning
Avonmore Capital & Management Services Ltd.,511589,AVONMORE, ? 567.47 ,Finance - Investment
Kriti Nutrients Ltd.,533210,KRITINUT, ? 566.92 ,Edible Oil
Filatex Fashions Ltd.,532022,FILATFASH, ? 566.72 ,Textile
Donear Industries Ltd.,512519,DONEAR, ? 566.18 ,Textile
Nahar Capital And Financial Services Ltd.,532952,NAHARCAP, ? 564.26 ,Finance - NBFC
VL E-Governance & IT Solutions Ltd.,543958,VLEGOV, ? 563.62 ,Courier  Services
Vinsys IT Services India Ltd.,,VINSYS, ? 562.68 ,IT - Software
Sukhjit Starch & Chemicals Ltd.,524542,SUKHJITS, ? 562.27 ,Consumer Food
Azad India Mobility Ltd.,504731,, ? 561.84 ,Steel & Iron Products
Fluidomat Ltd.,522017,, ? 561.23 ,Engineering - Industrial Equipments
Medicamen Biotech Ltd.,531146,MEDICAMEQ, ? 559.87 ,Pharmaceuticals & Drugs
IZMO Ltd.,532341,IZMO, ? 559.60 ,IT - Software
HCL Infosystems Ltd.,500179,HCL-INSYS, ? 558.67 ,Trading
Uravi Defence and Technology Ltd.,543930,URAVI, ? 558.66 ,Auto Ancillary
The Ugar Sugar Works Ltd.,530363,UGARSUGAR, ? 558.45 ,Sugar
RBZ Jewellers Ltd.,544060,RBZJEWEL, ? 556.68 ,Diamond  &  Jewellery
Advani Hotels & Resorts (India) Ltd.,523269,ADVANIHOTR, ? 555.74 ,"Hotel, Resort & Restaurants"
Dhampur Bio Organics Ltd.,543593,DBOL, ? 555.20 ,Sugar
Shree Rama Multi-Tech Ltd.,532310,SHREERAMA, ? 553.89 ,Plastic Products
Exhicon Events Media Solutions Ltd.,543895,, ? 552.92 ,Professional Services
Utssav CZ Gold Jewels Ltd,,UTSSAV, ? 552.58 ,Diamond  &  Jewellery
Forbes & Company Ltd.,502865,FORBESGOK, ? 551.29 ,Engineering - Industrial Equipments
Spencer's Retail Ltd.,542337,SPENCERS, ? 550.51 ,Retailing
Nupur Recyclers Ltd.,,NRL, ? 549.25 ,Trading
Nandan Denim Ltd.,532641,NDL, ? 549.20 ,Textile
Vardhman Polytex Ltd.,514175,VARDMNPOLY, ? 548.84 ,Textile
Modison Ltd.,506261,MODISONLTD, ? 547.85 ,Electric Equipment
KN Agri Resources Ltd.,,KNAGRI, ? 547.60 ,Consumer Food
Modi's Navnirman Ltd.,543539,, ? 547.28 ,Construction - Real Estate
Nikhil Adhesives Ltd.,526159,, ? 546.03 ,Chemicals
SoftTech Engineers Ltd.,543470,SOFTTECH, ? 545.45 ,IT - Software
GP Eco Solutions India Ltd,,GPECO, ? 544.57 ,Trading
Plastiblends India Ltd.,523648,PLASTIBLEN, ? 542.81 ,Chemicals
Jay Bee Laminations Ltd,,JAYBEE, ? 542.41 ,Electric Equipment
Digispice Technologies Ltd.,517214,DIGISPICE, ? 542.01 ,IT - Software
Nicco Parks & Resorts Ltd.,526721,, ? 540.54 ,Amusement Parks/Recreation/Club
Zim Laboratories Ltd.,541400,ZIMLAB, ? 540.32 ,Pharmaceuticals & Drugs
Premier Polyfilm Ltd.,514354,PREMIERPOL, ? 539.84 ,Plastic Products
Birla Cable Ltd.,500060,BIRLACABLE, ? 539.46 ,Cable
Modern Insulators Ltd.,515008,MODINSULAT, ? 539.09 ,Electronics - Components
Veljan Denison Ltd.,505232,, ? 535.55 ,Compressors / Pumps
Thomas Scott (India) Ltd.,533941,THOMASCOTT, ? 534.00 ,Retailing
Magna Electro Castings Ltd.,517449,, ? 533.56 ,Castings/Forgings
Integrated Industries Ltd.,531889,, ? 532.97 ,Consumer Food
Tara Chand Infralogistic Solutions Ltd.,,TARACHAND, ? 532.38 ,Logistics
Hi-Green Carbon Ltd.,,HIGREEN, ? 532.29 ,Carbon Black
Investment & Precision Castings Ltd.,504786,, ? 532.25 ,Castings/Forgings
Black Rose Industries Ltd.,514183,, ? 529.64 ,Trading
Sealmatic India Ltd.,543782,, ? 529.33 ,Engineering - Industrial Equipments
Muthoot Capital Services Ltd.,511766,MUTHOOTCAP, ? 527.39 ,Finance - NBFC
Affordable Robotic & Automation Ltd.,541402,AFFORDABLE, ? 527.17 ,Engineering
Danlaw Technologies India Ltd.,532329,, ? 527.03 ,IT - Software
Kothari Products Ltd.,530299,KOTHARIPRO, ? 526.21 ,Trading
Shankar Lal Rampal Dye-Chem Ltd.,542232,SRD, ? 522.99 ,Trading
Stovec Industries Ltd.,504959,, ? 522.95 ,Textile - Machinery
Sinclairs Hotels Ltd.,523023,SINCLAIR, ? 522.08 ,"Hotel, Resort & Restaurants"
Commercial Syn Bags Ltd.,539986,COMSYN, ? 521.26 ,Plastic Products
Shree Rama Newsprint Ltd.,500356,RAMANEWS, ? 518.54 ,Paper & Paper Products
Asahi Songwon Colors Ltd.,532853,ASAHISONG, ? 516.22 ,Dyes & Pigments
CL Educate Ltd.,540403,CLEDUCATE, ? 515.29 ,Educational Institutions
ABS Marine Services Ltd.,,ABSMARINE, ? 513.34 ,Shipping
Banswara Syntex Ltd.,503722,BANSWRAS, ? 513.24 ,Textile - Manmade  Fibres
Vashu Bhagnani Industries Ltd.,532011,, ? 508.87 ,"Film Production, Distribution & Entertainment"
Universus Photo Imagings Ltd.,542933,UNIVPHOTO, ? 508.17 ,Photographic Products
Nectar Lifesciences Ltd.,532649,NECLIFE, ? 507.50 ,Pharmaceuticals & Drugs
Emami Realty Ltd.,533218,EMAMIREAL, ? 505.27 ,Construction - Real Estate
IIRM Holdings India Ltd.,526530,, ? 504.27 ,Plastic Products
Albert David Ltd.,524075,ALBERTDAVD, ? 503.11 ,Pharmaceuticals & Drugs
Madhuveer Com 18 Network Ltd.,531910,, ? 502.59 ,Trading
Pasupati Acrylon Ltd.,500456,PASUPTAC, ? 501.73 ,Textile - Manmade  Fibres
CyberTech Systems And Software Ltd.,532173,CYBERTECH, ? 501.67 ,IT - Software
Mangalam Organics Ltd.,514418,MANORG, ? 500.16 ,Chemicals
Kisan Mouldings Ltd.,530145,, ? 499.95 ,Plastic Products
Nila Infrastructures Ltd.,530377,NILAINFRA, ? 494.72 ,Construction - Real Estate
Ador Fontech Ltd.,530431,, ? 494.03 ,Electrodes & Welding Equipment
JostS Engineering Company Ltd.,505750,, ? 493.05 ,Engineering - Industrial Equipments
Aarti Surfactants Ltd.,543210,AARTISURF, ? 491.48 ,Household & Personal Products
Sayaji Hotels Ltd.,523710,SAYAJIHOTL, ? 491.03 ,"Hotel, Resort & Restaurants"
Bedmutha Industries Ltd.,533270,BEDMUTHA, ? 489.28 ,Steel & Iron Products
Genus Paper & Boards Ltd.,538961,GENUSPAPER, ? 489.05 ,Paper & Paper Products
Mangalam Global Enterprise Ltd.,544273,MGEL, ? 488.07 ,Agriculture
Manaksia Ltd.,532932,MANAKSIA, ? 487.84 ,Trading
Raghuvir Synthetics Ltd.,514316,, ? 487.48 ,Textile
Valiant Laboratories Ltd.,543998,VALIANTLAB, ? 486.55 ,Pharmaceuticals & Drugs
Global Surfaces Ltd.,543829,GSLSU, ? 485.87 ,Ceramics/Marble/Granite/Sanitaryware
Sejal Glass Ltd.,532993,SEJALLTD, ? 485.76 ,Glass
VVIP Infratech Ltd,544219,, ? 485.41 ,Engineering - Construction
HT Media Ltd.,532662,HTMEDIA, ? 485.26 ,Printing And Publishing
Khadim India Ltd.,540775,KHADIM, ? 485.01 ,Footwear
Pradeep Metals Ltd.,513532,, ? 484.77 ,Engineering - Industrial Equipments
Creative Graphics Solutions India Ltd.,,CGRAPHICS, ? 483.29 ,Packaging
Kanpur Plastipack Ltd.,507779,KANPRPLA, ? 481.86 ,Plastic Products
SRG Housing Finance Ltd.,534680,SRGHFL, ? 481.86 ,Finance - Housing
Shree Tirupati Balajee FIBC Ltd.,,TIRUPATI, ? 481.18 ,Plastic Products
Shree Tirupati Balajee Agro Trading Company Ltd,544249,BALAJEE, ? 481.18 ,Plastic Products
Mangalam Worldwide Ltd.,,MWL, ? 481.15 ,Steel & Iron Products
Mazda Ltd.,523792,MAZDA, ? 480.98 ,Engineering - Industrial Equipments
Nile Ltd.,530129,, ? 479.61 ,Metal - Non Ferrous
Remsons Industries Ltd.,530919,REMSONSIND, ? 479.58 ,Auto Ancillary
Vikas Lifecare Ltd.,542655,VIKASLIFE, ? 479.28 ,Petrochemicals
FCS Software Solutions Ltd.,532666,FCSSOFT, ? 478.67 ,IT - Software
Vikram Thermo (India) Ltd.,530477,, ? 476.95 ,Chemicals
HP Adhesives Ltd.,543433,HPAL, ? 476.83 ,Chemicals
Goodricke Group Ltd.,500166,GOODRICKE, ? 475.74 ,Tea/Coffee
Euro Panel Products Ltd.,,EUROBOND, ? 475.06 ,Aluminium & Aluminium Products
Sakuma Exports Ltd.,532713,SAKUMA, ? 475.02 ,Trading
Sunita Tools Ltd.,544001,, ? 473.53 ,Engineering
Tirupati Forge Ltd.,,TIRUPATIFL, ? 472.06 ,Forgings
Petro Carbon & Chemicals Ltd.,,PCCL, ? 469.67 ,Industrial  Gases & Fuels
Nila Spaces Ltd.,542231,NILASPACES, ? 469.12 ,Construction - Real Estate
United Drilling Tools Ltd.,522014,UNIDT, ? 468.64 ,Engineering - Industrial Equipments
South West Pinnacle Exploration Ltd.,543986,SOUTHWEST, ? 467.82 ,Engineering
Captain Polyplast Ltd.,536974,, ? 467.64 ,Plastic Products
Andhra Petrochemicals Ltd.,500012,ANDHRAPET, ? 466.92 ,Chemicals
Infollion Research Services Ltd.,,INFOLLION, ? 466.13 ,Business Support
Evexia Lifecare Ltd.,524444,, ? 465.58 ,Trading
Orient Bell Ltd.,530365,ORIENTBELL, ? 464.62 ,Ceramics/Marble/Granite/Sanitaryware
Mold-Tek Technologies Ltd.,526263,MOLDTECH, ? 464.57 ,Engineering Consultancy
De Nora India Ltd.,590031,DENORA, ? 464.27 ,Electrodes & Welding Equipment
UVS Hospitality and Services Ltd.,531652,, ? 464.13 ,Finance - Investment
Oil Country Tubular Ltd.,500313,OILCOUNTUB, ? 463.75 ,Steel & Iron Products
Infinium Pharmachem Ltd.,,INFINIUM, ? 462.82 ,Chemicals
GEE Ltd.,504028,, ? 462.72 ,Electrodes & Welding Equipment
Welspun Investments and Commercials Ltd.,533252,WELINV, ? 461.49 ,Finance - Investment
Nova Agritech Ltd.,544100,NOVAAGRI, ? 461.30 ,Pesticides & Agrochemicals
Lehar Footwears Ltd.,532829,, ? 461.06 ,Footwear
XT Global Infotech Ltd.,531225,XTGLOBAL, ? 461.06 ,IT - Software
Rubfila International Ltd.,500367,RUBFILA, ? 459.92 ,Rubber  Products
Mini Diamonds (India) Ltd.,523373,, ? 458.18 ,Diamond  &  Jewellery
Pelatro Ltd,,PELATRO, ? 458.10 ,IT - Software
Goa Carbon Ltd.,509567,GOACARBON, ? 456.13 ,Carbon Black
Reliance Communications Ltd.,532712,RCOM, ? 455.55 ,Telecommunication - Service  Provider
OSEL Devices Ltd,,OSELDEVICE, ? 455.41 ,Medical Equipment/Supplies/Accessories
Robust Hotels Ltd.,543901,RHL, ? 454.69 ,"Hotel, Resort & Restaurants"
Shree Karni Fabcom Ltd.,,SHREEKARNI, ? 454.38 ,Textile
Supershakti Metaliks Ltd.,541701,, ? 454.10 ,Steel & Iron Products
AVP Infracon Ltd,,AVPINFRA, ? 453.62 ,Engineering - Construction
Gujarat Apollo Industries Ltd.,522217,GUJAPOLLO, ? 453.59 ,Engineering - Industrial Equipments
IL&FS Engineering and Construction Company Ltd.,532907,IL&FSENGG, ? 452.37 ,Engineering - Construction
Inspirisys Solutions Ltd.,532774,INSPIRISYS, ? 452.27 ,IT - Software
S&S Power Switchgear Ltd.,517273,S&SPOWER, ? 451.39 ,Electric Equipment
Shri Venkatesh Refineries Ltd.,543373,, ? 451.12 ,Solvent  Extraction
Kaycee Industries Ltd.,504084,, ? 450.22 ,Electric Equipment
BPL Ltd.,500074,BPL, ? 447.54 ,Electronics - Components
Vikas EcoTech Ltd.,530961,VIKASECO, ? 447.48 ,Chemicals
Gokul Refoils and Solvent Ltd.,532980,GOKUL, ? 447.26 ,Edible Oil
Mirza International Ltd.,526642,MIRZAINT, ? 443.77 ,Footwear
Rama Phosphates Ltd.,524037,RAMAPHO, ? 442.26 ,Fertilizers
Anjani Portland Cement Ltd.,518091,APCL, ? 442.00 ,Cement & Construction Materials
Brady & Morris Engineering Company Ltd.,505690,, ? 440.80 ,Construction Vehicles
AVG Logistics Ltd.,543910,AVG, ? 440.51 ,Logistics
Lords Chloro Alkali Ltd.,500284,LORDSCHLO, ? 438.41 ,Chemicals
Indiabulls Enterprises Ltd.,543715,IEL, ? 437.99 ,Miscellaneous
Naga Dhunseri Group Ltd.,,NDGL, ? 437.26 ,Finance - Investment
The Byke Hospitality Ltd.,531373,BYKE, ? 435.33 ,"Hotel, Resort & Restaurants"
Almondz Global Securities Ltd.,531400,ALMONDZ, ? 434.64 ,Finance - Stock Broking
Vipul Organics Ltd.,530627,, ? 433.26 ,Dyes & Pigments
Dhabriya Polywood Ltd.,538715,, ? 432.65 ,Plastic Products
Oxygenta Pharmaceutical Ltd.,524636,, ? 431.97 ,Pharmaceuticals & Drugs
Aerpace Industries Ltd.,534733,, ? 430.96 ,Trading
CWD Ltd.,543378,, ? 430.95 ,Electronics - Components
Brooks Laboratories Ltd.,533543,BROOKS, ? 429.99 ,Pharmaceuticals & Drugs
Singer India Ltd.,505729,SINGER, ? 428.69 ,Consumer Durables - Domestic Appliances
Manaksia Steels Ltd.,539044,MANAKSTEEL, ? 428.27 ,Steel & Iron Products
India Finsec Ltd.,535667,, ? 427.95 ,Finance - NBFC
Race Eco Chain Ltd.,537785,RACE, ? 427.62 ,Environmental Services
Shardul Securities Ltd.,512393,SHRIYAMSEC, ? 427.57 ,Finance - NBFC
Orient Ceratech Ltd.,504879,ORIENTCER, ? 427.47 ,Refractories
TRF Ltd.,505854,TRF, ? 426.20 ,Engineering - Industrial Equipments
Arfin India Ltd.,539151,, ? 424.84 ,Aluminium & Aluminium Products
Diamines & Chemicals Ltd.,500120,DIAMINESQ, ? 424.38 ,Chemicals
3I Infotech Ltd.,532628,3IINFOLTD, ? 423.90 ,IT - Software
Kay Cee Energy & Infra Ltd,,KCEIL, ? 421.79 ,Engineering - Construction
Refex Renewables & Infrastructure Ltd.,531260,, ? 418.34 ,Engineering - Construction
Panchmahal Steel Ltd.,513511,PANCHMSTEL, ? 418.29 ,Steel & Iron Products
Kanoria Chemicals & Industries Ltd.,506525,KANORICHEM, ? 415.44 ,Chemicals
Exxaro Tiles Ltd.,543327,EXXARO, ? 414.30 ,Ceramics/Marble/Granite/Sanitaryware
Shivam Autotech Ltd.,532776,SHIVAMAUTO, ? 413.95 ,Auto Ancillary
Vishnusurya Projects and Infra Ltd.,,VISHNUINFR, ? 411.35 ,Construction - Real Estate
Music Broadcast Ltd.,540366,RADIOCITY, ? 410.75 ,TV Broadcasting & Software Production
Bartronics India Ltd.,532694,ASMS, ? 410.57 ,IT - Software
Mirc Electronics Ltd.,500279,MIRCELECTR, ? 409.73 ,Consumer Durables - Electronics
International Travel House Ltd.,500213,INTLTRAVHS, ? 409.32 ,Travel Services
Keltech Energies Ltd.,506528,, ? 408.91 ,Chemicals
Jet Airways (India) Ltd.,532617,JETAIRWAYS, ? 408.50 ,Airlines
Twamev Construction And Infrastructure Ltd.,532738,TCLCONS, ? 408.12 ,Engineering - Construction
National Peroxide Ltd.,544205,, ? 406.51 ,Chemicals
Mahindra EPC Irrigation Ltd.,523754,MAHEPC, ? 405.36 ,Engineering - Industrial Equipments
OK Play India Ltd.,526415,, ? 404.81 ,Plastic Products
Spacenet Enterprises India Ltd.,,SPCENET, ? 404.20 ,Trading
Aaron Industries Ltd.,,AARON, ? 403.38 ,Engineering
Aries Agro Ltd.,532935,ARIES, ? 403.07 ,Fertilizers
Riddhi Siddhi Gluco Biols Ltd.,524480,, ? 402.73 ,Trading
AION-Tech Solutions Ltd.,531439,GOLDTECH, ? 402.52 ,IT - Software
Ruchira Papers Ltd.,532785,RUCHIRA, ? 400.73 ,Paper & Paper Products
Harrisons Malayalam Ltd.,500467,HARRMALAYA, ? 400.33 ,Agriculture
Airan Ltd.,543811,AIRAN, ? 400.31 ,IT - Software
Pansari Developers Ltd.,,PANSARI, ? 399.48 ,Construction - Real Estate
Phoenix Township Ltd.,537839,, ? 398.89 ,"Hotel, Resort & Restaurants"
Alankit Ltd.,531082,ALANKIT, ? 398.33 ,Finance - Stock Broking
Chaman Metallics Ltd.,,CMNL, ? 398.22 ,Steel/Sponge Iron/Pig Iron
Mawana Sugars Ltd.,523371,MAWANASUG, ? 398.21 ,Sugar
RBM Infracon Ltd.,,RBMINFRA, ? 397.40 ,Engineering
DC Infotech and Communication Ltd.,543636,DCI, ? 397.27 ,IT - Hardware
Shemaroo Entertainment Ltd.,538685,SHEMAROO, ? 397.10 ,"Film Production, Distribution & Entertainment"
Nath Bio-Genes (India) Ltd.,537291,NATHBIOGEN, ? 396.78 ,Agriculture
Lyka Labs Ltd.,500259,LYKALABS, ? 396.16 ,Pharmaceuticals & Drugs
K.C.P. Sugar And Industries Corporation Ltd.,533192,KCPSUGIND, ? 395.15 ,Sugar
Vintron Informatics Ltd.,517393,, ? 393.85 ,Electronics - Components
Shalibhadra Finance Ltd.,511754,, ? 393.05 ,Finance - NBFC
Shiv Aum Steels Ltd.,,SHIVAUM, ? 393.05 ,Trading
Madhav Infra Projects Ltd.,539894,, ? 393.05 ,Engineering - Construction
Forbes Precision Tools And Machine Parts Ltd.,544186,, ? 392.61 ,Engineering - Industrial Equipments
Zenotech Laboratories Ltd.,532039,, ? 392.61 ,Pharmaceuticals & Drugs
Lancer Container Lines Ltd.,539841,LANCER, ? 391.12 ,Logistics
Vision Infra Equipment Solutions Ltd,,VIESL, ? 391.07 ,Trading
Brand Concepts Ltd.,543442,BCONCEPTS, ? 390.55 ,Trading
Saraswati Saree Depot Ltd.,544230,SSDL, ? 388.36 ,Trading
Sigma Solve Ltd.,543917,SIGMA, ? 387.41 ,BPO/ITeS
Krishca Strapping Solutions Ltd.,,KRISHCA, ? 387.32 ,Steel & Iron Products
Meson Valves India Ltd.,543982,, ? 386.23 ,Trading
Fredun Pharmaceuticals Ltd.,539730,, ? 384.98 ,Pharmaceuticals & Drugs
Bombay Oxygen Investments Ltd.,509470,, ? 384.07 ,Finance - Investment
Wardwizard Innovations & Mobility Ltd.,538970,, ? 383.74 ,Automobile Two & Three Wheelers
Quest Capital Markets Ltd.,500069,, ? 383.05 ,Finance - NBFC
Innovators Facade Systems Ltd.,541353,, ? 382.73 ,Engineering
Kimia Biosciences Ltd.,530313,, ? 382.19 ,Pharmaceuticals & Drugs
Industrial Investment Trust Ltd.,501295,IITL, ? 380.31 ,Finance - NBFC
Logica Infoway Ltd,543746,, ? 379.98 ,Retailing
Parin Enterprises Ltd,,PARIN, ? 379.12 ,Household & Personal Products
Frog Cellsat Ltd.,,FROG, ? 378.91 ,Telecommunication - Equipment
Rudra Global Infra Products Ltd.,539226,, ? 378.60 ,Steel & Iron Products
Global Vectra Helicorp Ltd.,532773,GLOBALVECT, ? 376.74 ,Airlines
Ginni Filaments Ltd.,590025,GINNIFILA, ? 374.72 ,Textile - Spinning
Kore Digital Ltd.,,KDL, ? 374.25 ,Telecommunication - Service  Provider
Uday Jewellery Industries Ltd.,539518,, ? 372.37 ,Diamond  &  Jewellery
Dynemic Products Ltd.,532707,DYNPRO, ? 371.92 ,Dyes & Pigments
Proventus Agrocom Ltd.,,PROV, ? 370.50 ,Consumer Food
Visa Steel Ltd.,532721,VISASTEEL, ? 370.41 ,Steel & Iron Products
VIP Clothing Ltd.,532613,VIPCLOTHNG, ? 369.08 ,Textile
Indag Rubber Ltd.,509162,, ? 368.29 ,Rubber  Products
SKP Bearing Industries Ltd.,,SKP, ? 367.94 ,Bearings
D.P. Wires Ltd.,543962,DPWIRES, ? 367.02 ,Steel & Iron Products
Geekay Wires Ltd.,,GEEKAYWIRE, ? 366.97 ,Steel & Iron Products
Baroda Rayon Corporation Ltd.,500270,BARODARAYN, ? 366.93 ,Textile
Shradha Infraprojects Ltd.,,SHRADHA, ? 365.91 ,Construction - Real Estate
SMS Lifesciences India Ltd.,540679,SMSLIFE, ? 365.52 ,Pharmaceuticals & Drugs
Swaraj Suiting Ltd.,,SWARAJ, ? 365.29 ,Textile
Systango Technologies Ltd.,,SYSTANGO, ? 364.52 ,IT - Software
Kalyani Cast-Tech Ltd.,544023,, ? 364.05 ,Castings/Forgings
Gretex Industries Ltd,,GRETEX, ? 362.96 ,Textile
Lokesh Machines Ltd.,532740,LOKESHMACH, ? 360.85 ,Engineering
Loyal Equipments Ltd.,539227,, ? 359.74 ,Engineering - Industrial Equipments
Phantom Digital Effects Ltd.,,PHANTOMFX, ? 359.08 ,TV Broadcasting & Software Production
PIL ITALICA Lifestyle Ltd.,500327,PILITA, ? 358.85 ,Plastic Products
B-Right Real Estate Ltd.,543543,, ? 358.49 ,Construction - Real Estate
Multibase India Ltd.,526169,, ? 357.78 ,Petrochemicals
