Company Name,BSE Code,NSE Symbol,Latest Market Cap,Industry
Vardhman Special Steels Ltd.,534392,VSSL," ? 2,542.38 ",Steel & Iron Products
Elcid Investments Ltd.,503681,," ? 2,531.93 ",Finance - Investment
Ideaforge Technology Ltd.,543932,IDEAFORGE," ? 2,531.57 ",Engineering - Industrial Equipments
Taj GVK Hotels & Resorts Ltd.,532390,TAJGVK," ? 2,524.05 ","Hotel, Resort & Restaurants"
Parag Milk Foods Ltd.,539889,PARAGMILK," ? 2,516.53 ",Consumer Food
Panacea Biotec Ltd.,531349,PANACEABIO," ? 2,514.65 ",Pharmaceuticals & Drugs
Sula Vineyards Ltd.,543711,SULA," ? 2,510.38 ",Breweries & Distilleries
Ramco Industries Ltd.,532369,RAMCOIND," ? 2,510.08 ",Cement & Construction Materials
Rane (Madras) Ltd.,532661,RML," ? 2,505.58 ",Auto Ancillary
Shipping Corporation of India Land and Assets Ltd.,544142,SCILAL," ? 2,496.68 ",Shipping
Mahindra Logistics Ltd.,540768,MAHLOG," ? 2,493.22 ",Logistics
Carysil Ltd.,524091,CARYSIL," ? 2,482.76 ",Household & Personal Products
Rajesh Power Services Ltd.,544291,," ? 2,454.59 ",
Shankara Building Products Ltd.,540425,SHANKARA," ? 2,453.79 ",Steel & Iron Products
Hinduja Global Solutions Ltd.,532859,HGS," ? 2,438.36 ",BPO/ITeS
Delta Corp Ltd.,532848,DELTACORP," ? 2,438.06 ",Miscellaneous
Exicom Tele-Systems Ltd.,544133,EXICOM," ? 2,430.15 ",Electric Equipment
NIBE Ltd.,535136,NIBE," ? 2,423.60 ",Defence
Sanghvi Movers Ltd.,530073,SANGHVIMOV," ? 2,411.14 ",Construction Vehicles
Hindware Home Innovation Ltd.,542905,HINDWAREAP," ? 2,406.09 ",Consumer Durables - Domestic Appliances
Geojit Financial Services Ltd.,532285,GEOJITFSL," ? 2,404.92 ",Finance - Stock Broking
Mayur Uniquoters Ltd.,522249,MAYURUNIQ," ? 2,400.76 ",Textile
Fino Payments Bank Ltd.,543386,FINOPB," ? 2,396.69 ",Bank - Private
Muthoot Microfin Ltd.,544055,MUTHOOTMF," ? 2,393.29 ",Finance - NBFC
Ceinsys Tech Ltd.,538734,," ? 2,390.83 ",IT - Software
AGI Infra Ltd.,539042,AGIIL," ? 2,389.71 ",Construction - Real Estate
Prataap Snacks Ltd.,540724,DIAMONDYD," ? 2,368.24 ",Consumer Food
Baazar Style Retail Ltd.,544243,STYLEBAAZA," ? 2,365.98 ",Retailing
Ravindra Energy Ltd.,504341,RELTD," ? 2,363.61 ",Power Generation/Distribution
Laxmi Dental Ltd.,544339,LAXMIDENTL," ? 2,363.10 ",Medical Equipment/Supplies/Accessories
Steelcast Ltd.,513517,STEELCAS," ? 2,356.54 ",Castings/Forgings
Indian Hume Pipe Company Ltd.,504741,INDIANHUME," ? 2,345.92 ",Engineering - Construction
TVS Srichakra Ltd.,509243,TVSSRICHAK," ? 2,342.60 ",Tyres & Allied
TechNVision Ventures Ltd.,501421,," ? 2,331.07 ",IT - Software
Deccan Gold Mines Ltd.,512068,," ? 2,318.51 ",Mining & Minerals
GTL Infrastructure Ltd.,532775,GTLINFRA," ? 2,318.45 ",Telecom-Infrastructure
Mold-Tek Packaging Ltd.,533080,MOLDTKPAC," ? 2,313.73 ",Plastic Products
Nelco Ltd.,504112,NELCO," ? 2,306.71 ",IT - Hardware
EIH Associated Hotels Ltd.,523127,EIHAHOTELS," ? 2,298.21 ","Hotel, Resort & Restaurants"
SG Finserve Ltd.,539199,," ? 2,295.05 ",Finance - NBFC
Eveready Industries India Ltd.,531508,EVEREADY," ? 2,290.01 ",Batteries
Somany Ceramics Ltd.,531548,SOMANYCERA," ? 2,283.21 ",Ceramics/Marble/Granite/Sanitaryware
Summit Securities Ltd.,533306,SUMMITSEC," ? 2,274.55 ",Finance - NBFC
Krsnaa Diagnostics Ltd.,543328,KRSNAA," ? 2,274.28 ",Hospital & Healthcare Services
Timex Group India Ltd.,500414,TIMEXWATCH," ? 2,263.80 ",Watches & Accessories
Cantabil Retail India Ltd.,533267,CANTABIL," ? 2,260.74 ",Textile
Welspun Specialty Solutions Ltd.,500365,REMIMETAL," ? 2,256.19 ",Steel & Iron Products
Venky'S (India) Ltd.,523261,VENKEYS," ? 2,255.81 ",Agriculture
Kalyani Investment Company Ltd.,533302,KICL," ? 2,252.72 ",Finance - Investment
Unitech Ltd.,507878,UNITECH," ? 2,252.64 ",Construction - Real Estate
Sai Silks (Kalamandir) Ltd.,543989,KALAMANDIR," ? 2,251.36 ",Retailing
Rane Holdings Ltd.,505800,RANEHOLDIN," ? 2,243.90 ",Finance - Investment
Spectrum Electrical Industries Ltd.,544386,SPECTRUM," ? 2,233.15 ",Electric Equipment
Hind Rectifiers Ltd.,504036,HIRECT," ? 2,229.60 ",Electric Equipment
Tatva Chintan Pharma Chem Ltd.,543321,TATVA," ? 2,229.03 ",Chemicals
Dynamic Cables Ltd.,540795,DYCL," ? 2,224.74 ",Cable
Sangam (India) Ltd.,514234,SANGAMIND," ? 2,219.72 ",Textile
Sasken Technologies Ltd.,532663,SASKEN," ? 2,218.49 ",IT - Software
Goodyear India Ltd.,500168,GOODYEAR," ? 2,216.35 ",Tyres & Allied
Hindustan Oil Exploration Company Ltd.,500186,HINDOILEXP," ? 2,209.79 ",Oil Exploration
GRM Overseas Ltd.,531449,GRMOVER," ? 2,205.30 ",Consumer Food
SMS Pharmaceuticals Ltd.,532815,SMSPHARMA," ? 2,200.79 ",Pharmaceuticals & Drugs
Nitin Spinners Ltd.,532698,NITINSPIN," ? 2,200.73 ",Textile - Spinning
Dee Development Engineers Ltd,544198,DEEDEV," ? 2,198.28 ",Engineering - Industrial Equipments
DCW Ltd.,500117,DCW," ? 2,185.62 ",Chemicals
Seamec Ltd.,526807,SEAMECLTD," ? 2,181.85 ",Shipping
Tourism Finance Corporation Of India Ltd.,526650,TFCILTD," ? 2,175.90 ",Finance Term Lending
Kilburn Engineering Ltd.,522101,KILBUNENGG," ? 2,174.62 ",Engineering - Industrial Equipments
Landmark Cars Ltd.,543714,LANDMARK," ? 2,174.15 ",Automobiles - Dealers & Distributors
Pix Transmissions Ltd.,500333,PIXTRANS," ? 2,172.13 ",Rubber  Products
Wonder Electricals Ltd.,543449,WEL," ? 2,153.91 ",Consumer Durables - Electronics
Quick Heal Technologies Ltd.,539678,QUICKHEAL," ? 2,153.45 ",IT - Software
Afcom Holdings Ltd,544224,," ? 2,153.30 ",Logistics
Rajratan Global Wire Ltd.,517522,RAJRATAN," ? 2,150.15 ",Auto Ancillary
Vidhi Specialty Food Ingredients Ltd.,531717,VIDHIING," ? 2,145.64 ",Dyes & Pigments
Panama Petrochem Ltd.,524820,PANAMAPET," ? 2,144.20 ",Lubricants
Indo Thai Securities Ltd.,533676,INDOTHAI," ? 2,137.47 ",Finance - Investment
S.P. Apparels Ltd.,540048,SPAL," ? 2,127.60 ",Textile
Accelya Solutions India Ltd.,532268,ACCELYA," ? 2,120.13 ",IT - Software
GE Power India Ltd.,532309,GEPIL," ? 2,118.34 ",Engineering - Construction
Dollar Industries Ltd.,541403,DOLLAR," ? 2,117.21 ",Textile
Jyoti Structures Ltd.,513250,JYOTISTRUC," ? 2,112.38 ",Transmission Towers / Equipments
Motisons Jewellers Ltd.,544053,MOTISONS," ? 2,102.81 ",Diamond  &  Jewellery
Amrutanjan Health Care Ltd.,590006,AMRUTANJAN," ? 2,097.28 ",Pharmaceuticals & Drugs
TCC Concept Ltd.,512038,," ? 2,095.23 ",Trading
Simplex Infrastructures Ltd.,523838,SIMPLEXINF," ? 2,081.32 ",Engineering - Construction
Indo Tech Transformers Ltd.,532717,INDOTECH," ? 2,079.50 ",Electric Equipment
Vishnu Prakash R Punglia Ltd.,543974,VPRPL," ? 2,076.69 ",Engineering - Construction
Tarsons Products Ltd.,543399,TARSONS," ? 2,070.79 ",Plastic Products
Danish Power Ltd.,,DANISH," ? 2,064.57 ",
Expleo Solutions Ltd.,533121,EXPLEOSOL," ? 2,064.28 ",IT - Software
Dr Agarwals Eye Hospital Ltd.,526783,," ? 2,060.57 ",Hospital & Healthcare Services
RIR Power Electronics Ltd.,517035,," ? 2,059.78 ",Electronics - Components
SIRCA Paints India Ltd.,543686,SIRCA," ? 2,058.35 ",Trading
Mangalam Cement Ltd.,502157,MANGLMCEM," ? 2,057.62 ",Cement & Construction Materials
Apcotex Industries Ltd.,523694,APCOTEXIND," ? 2,057.21 ",Rubber  Products
Associated Alcohols & Breweries Ltd.,507526,ASALCBR," ? 2,050.72 ",Breweries & Distilleries
Hi-Tech Pipes Ltd.,543411,HITECH," ? 2,044.23 ",Steel & Iron Products
Disa India Ltd.,500068,GEORGFISCH," ? 2,037.28 ",Engineering - Industrial Equipments
Precision Camshafts Ltd.,539636,PRECAM," ? 2,034.22 ",Auto Ancillary
Vindhya Telelinks Ltd.,517015,VINDHYATEL," ? 2,027.45 ",Telecom-Infrastructure
Polo Queen Industrial & Fintech Ltd.,540717,," ? 2,015.17 ",Trading
Mukand Ltd.,500460,MUKANDLTD," ? 2,013.98 ",Steel & Iron Products
Himatsingka Seide Ltd.,514043,HIMATSEIDE," ? 2,013.76 ",Textile
D-Link (India) Ltd.,533146,DLINKINDIA," ? 2,009.04 ",IT - Networking
Kernex Microsystems (India) Ltd.,532686,KERNEX," ? 2,007.28 ",Electronics - Components
Spandana Sphoorty Financial Ltd.,542759,SPANDANA," ? 2,006.88 ",Finance - NBFC
Vimta Labs Ltd.,524394,VIMTALABS," ? 2,002.08 ",Pharmaceuticals & Drugs
Dredging Corporation Of India Ltd.,523618,DREDGECORP," ? 2,001.72 ",Shipping
Advait Energy Transitions Ltd.,543230,," ? 2,000.05 ",Cable
String Metaverse Ltd.,534535,," ? 1,996.23 ",Paper & Paper Products
Rashi Peripherals Ltd.,544119,RPTECH," ? 1,993.14 ",Trading
Aurum Proptech Ltd.,539289,AURUM," ? 1,985.80 ",IT - Software
Jai Corp Ltd.,512237,JAICORPLTD," ? 1,983.56 ",Plastic Products
Brightcom Group Ltd.,532368,BCG," ? 1,982.19 ",IT - Software
Stanley Lifestyles Ltd.,544202,STANLEY," ? 1,977.62 ",Household & Personal Products
Ugro Capital Ltd.,511742,UGROCAP," ? 1,976.78 ",Finance - NBFC
Shalby Ltd.,540797,SHALBY," ? 1,975.85 ",Hospital & Healthcare Services
Thejo Engineering Ltd.,,THEJO," ? 1,975.77 ",Engineering
Shalimar Agencies Ltd.,539895,," ? 1,975.65 ",Finance - Investment
Wheels India Ltd.,590073,WHEELS," ? 1,974.74 ",Auto Ancillary
Updater Services Ltd.,543996,UDS," ? 1,967.09 ",Professional Services
Frontier Springs Ltd.,522195,," ? 1,944.99 ",Steel & Iron Products
Seshasayee Paper and Boards Ltd.,502450,SESHAPAPER," ? 1,939.66 ",Paper & Paper Products
JNK India Ltd.,544167,JNKINDIA," ? 1,938.24 ",Engineering - Industrial Equipments
Stove Kraft Ltd.,543260,STOVEKRAFT," ? 1,934.61 ",Consumer Durables - Domestic Appliances
One Mobikwik Systems Ltd.,544305,MOBIKWIK," ? 1,921.68 ",Fintech
Quadrant Future Tek Ltd.,544336,QUADFUTURE," ? 1,896.80 ",Cable
IFGL Refractories Ltd.,540774,IFGLEXPOR," ? 1,895.85 ",Refractories
Ecos (India) Mobility & Hospitality Ltd.,544239,ECOSMOBLTY," ? 1,895.40 ",Business Support
Divgi Torqtransfer Systems Ltd.,543812,DIVGIITTS," ? 1,893.70 ",Engineering
Rama Steel Tubes Ltd.,539309,RAMASTEEL," ? 1,891.73 ",Steel & Iron Products
Roto Pumps Ltd.,517500,ROTO," ? 1,881.63 ",Compressors / Pumps
Chaman Lal Setia Exports Ltd.,530307,CLSEL," ? 1,875.15 ",Consumer Food
Southern Petrochemical Industries Corporation Ltd.,590030,SPIC," ? 1,872.88 ",Fertilizers
Windlas Biotech Ltd.,543329,WINDLAS," ? 1,865.80 ",Pharmaceuticals & Drugs
Talbros Automotive Components Ltd.,505160,TALBROAUTO," ? 1,865.43 ",Auto Ancillary
Udaipur Cement Works Ltd.,530131,UDAICEMENT," ? 1,864.91 ",Cement & Construction Materials
Astec Lifesciences Ltd.,533138,ASTEC," ? 1,864.58 ",Pesticides & Agrochemicals
Omaxe Ltd.,532880,OMAXE," ? 1,862.29 ",Construction - Real Estate
Satin Creditcare Network Ltd.,539404,SATIN," ? 1,857.48 ",Finance Term Lending
Apollo Pipes Ltd.,531761,APOLLOPIPE," ? 1,857.22 ",Plastic Products
Elpro International Ltd.,504000,ELPROINTL," ? 1,854.95 ",Construction - Real Estate
Jindal Drilling & Industries Ltd.,511034,JINDRILL," ? 1,841.75 ",Oil Exploration
Sanstar Ltd.,544217,SANSTAR," ? 1,840.30 ",Consumer Food
Wendt (India) Ltd.,505412,WENDT," ? 1,832.80 ",Abrasives
Dolphin Offshore Enterprises (India) Ltd.,522261,DOLPHIN," ? 1,831.01 ",Oil Exploration
ESAF Small Finance Bank Ltd.,544020,ESAFSFB," ? 1,829.25 ",Bank - Private
Den Networks Ltd.,533137,DEN," ? 1,821.72 ",TV Broadcasting & Software Production
Arman Financial Services Ltd.,531179,ARMANFIN," ? 1,821.25 ",Finance - NBFC
BF Investment Ltd.,533303,BFINVEST," ? 1,816.71 ",Finance - Investment
City Pulse Multiplex Ltd.,542727,," ? 1,815.45 ","Film Production, Distribution & Entertainment"
Balmer Lawrie Investments Ltd.,532485,," ? 1,810.63 ",Finance - NBFC
TTK Healthcare Ltd.,507747,TTKHLTCARE," ? 1,809.53 ",Pharmaceuticals & Drugs
Uniparts India Ltd.,543689,UNIPARTS," ? 1,808.42 ",Engineering - Industrial Equipments
Lotus Chocolate Company Ltd.,523475,," ? 1,807.57 ",Consumer Food
Jaykay Enterprises Ltd.,500306,JKSYNTHETC," ? 1,807.39 ",Business Support
PNB Gilts Ltd.,532366,PNBGILTS," ? 1,805.50 ",Finance - NBFC
Rajoo Engineers Ltd.,522257,RAJOOENG," ? 1,802.32 ",Engineering - Industrial Equipments
Syncom Formulations (India) Ltd.,524470,SYNCOMF," ? 1,796.34 ",Pharmaceuticals & Drugs
GOCL Corporation Ltd.,506480,GOCLCORP," ? 1,793.29 ",Chemicals
BLS E-Services Ltd.,544107,BLSE," ? 1,792.87 ",Professional Services
Dam Capital Advisors Ltd.,544316,DAMCAPITAL," ? 1,786.94 ",Finance - Investment
NIIT Ltd.,500304,NIITLTD," ? 1,784.70 ",IT - Education
Dolat Algotech Ltd.,505526,DOLATALGO," ? 1,767.74 ",Finance - Stock Broking
Orient Green Power Company Ltd.,533263,GREENPOWER," ? 1,766.59 ",Power Generation/Distribution
Sigachi Industries Ltd.,543389,SIGACHI," ? 1,759.65 ",Chemicals
Paramount Communications Ltd.,530555,PARACABLES," ? 1,756.69 ",Cable
Media Matrix Worldwide Ltd,512267,MMWL," ? 1,755.75 ","Film Production, Distribution & Entertainment"
Beta Drugs Ltd.,,BETA," ? 1,750.70 ",Pharmaceuticals & Drugs
BirlaNu Ltd.,509675,BIRLANU," ? 1,750.70 ",Cement & Construction Materials
MM Forgings Ltd.,522241,MMFL," ? 1,750.69 ",Forgings
Vintage Coffee & Beverages Ltd.,538920,VINCOFE," ? 1,744.81 ",Trading
Ador Welding Ltd.,517041,ADORWELD," ? 1,744.63 ",Electrodes & Welding Equipment
Arihant Superstructures Ltd.,506194,ARIHANTSUP," ? 1,736.92 ",Construction - Real Estate
Rupa & Company Ltd.,533552,RUPA," ? 1,736.50 ",Textile
IKIO Technologies Ltd.,543923,IKIO," ? 1,731.40 ",Electronics - Components
Gandhar Oil Refinery (India) Ltd.,544029,GANDHAR," ? 1,728.75 ",Lubricants
Confidence Petroleum India Ltd.,526829,CONFIPET," ? 1,728.32 ",Industrial  Gases & Fuels
Finkurve Financial Services Ltd.,508954,," ? 1,720.84 ",Finance - NBFC
India Nippon Electricals Ltd.,532240,INDNIPPON," ? 1,718.32 ",Auto Ancillary
Amic Forging Ltd.,544037,," ? 1,714.44 ",Forgings
SPML Infra Ltd.,500402,SPMLINFRA," ? 1,713.09 ",Engineering - Construction
Suraksha Diagnostic Ltd.,544293,SURAKSHA," ? 1,712.94 ",Hospital & Healthcare Services
Antony Waste Handling Cell Ltd.,543254,AWHCL," ? 1,712.11 ",Environmental Services
Shriram Properties Ltd.,543419,SHRIRAMPPS," ? 1,707.11 ",Construction - Real Estate
Bharat Global Developers Ltd.,521238,," ? 1,702.68 ",IT - Software
GM Breweries Ltd.,507488,GMBREW," ? 1,696.04 ",Breweries & Distilleries
Indef Manufacturing Ltd.,544364,BAJAJINDEF," ? 1,692.64 ",Engineering - Industrial Equipments
John Cockerill India Ltd,500147,FLATPROD," ? 1,691.65 ",Engineering - Industrial Equipments
Tinna Rubber And Infrastructure Ltd.,530475,TINNARUBR," ? 1,688.08 ",Chemicals
Knowledge Marine & Engineering Works Ltd.,543273,KMEW," ? 1,681.39 ",Ship Building
Sanghi Industries Ltd.,526521,SANGHIIND," ? 1,679.89 ",Cement & Construction Materials
Navkar Corporation Ltd.,539332,NAVKARCORP," ? 1,662.18 ",Logistics
Saraswati Commercial (India) Ltd.,512020,," ? 1,653.13 ",Finance - NBFC
Suraj Estate Developers Ltd.,544054,SURAJEST," ? 1,651.29 ",Construction - Real Estate
SMC Global Securities Ltd.,543263,SMCGLOBAL," ? 1,649.03 ",Finance - Stock Broking
Andhra Paper Ltd.,502330,ANDHRAPAP," ? 1,646.88 ",Paper & Paper Products
Salzer Electronics Ltd.,517059,SALZERELEC," ? 1,646.53 ",Electric Equipment
Jyoti Resins & Adhesives Ltd.,514448,," ? 1,640.94 ",Chemicals
Bliss GVS Pharma Ltd.,506197,BLISSGVS," ? 1,640.17 ",Pharmaceuticals & Drugs
Vinyas Innovative Technologies Ltd.,,VINYAS," ? 1,636.01 ",Electronics - Components
Systematix Corporate Services Ltd.,526506,," ? 1,630.26 ",Finance - Investment
GPT Infraprojects Ltd.,533761,GPTINFRA," ? 1,614.31 ",Engineering - Construction
Igarashi Motors India Ltd.,517380,IGARASHI," ? 1,614.04 ",Electric Equipment
Excel Industries Ltd.,500650,EXCELINDUS," ? 1,610.43 ",Pesticides & Agrochemicals
Master Trust Ltd.,511768,MASTERTR," ? 1,605.29 ",Finance - NBFC
Algoquant Fintech Ltd.,505725,," ? 1,604.51 ",Finance - Stock Broking
Huhtamaki India Ltd.,509820,HUHTAMAKI," ? 1,601.37 ",Packaging
HMA Agro Industries Ltd.,543929,HMAAGRO," ? 1,597.46 ",Consumer Food
Capital India Finance Ltd.,530879,CIFL," ? 1,589.50 ",Finance - Investment
Jagran Prakashan Ltd.,532705,JAGRAN," ? 1,572.99 ",Printing And Publishing
JG Chemicals Ltd.,544138,JGCHEM," ? 1,569.01 ",Chemicals
Everest Kanto Cylinder Ltd.,532684,EKC," ? 1,561.48 ",Engineering - Industrial Equipments
Rossell Techsys Ltd.,544294,ROSSTECH," ? 1,559.88 ",Defence
Punjab Chemicals & Crop Protection Ltd.,506618,PUNJABCHEM," ? 1,553.74 ",Pesticides & Agrochemicals
Andrew Yule & Company Ltd.,526173,ANDREWYU," ? 1,553.40 ",Tea/Coffee
Hester Biosciences Ltd.,524669,HESTERBIO," ? 1,544.34 ",Pharmaceuticals & Drugs
Faze Three Ltd.,530079,FAZE3Q," ? 1,540.73 ",Textile
Walchandnagar Industries Ltd.,507410,WALCHANNAG," ? 1,539.09 ",Engineering - Industrial Equipments
Laxmi Goldorna House Ltd.,,LGHL," ? 1,536.69 ",Diamond  &  Jewellery
Eimco Elecon (India) Ltd.,523708,EIMCOELECO," ? 1,523.89 ",Engineering - Industrial Equipments
Bajaj Healthcare Ltd.,539872,BAJAJHCARE," ? 1,523.11 ",Pharmaceuticals & Drugs
MSP Steel & Power Ltd.,532650,MSPL," ? 1,520.72 ",Steel & Iron Products
Cropster Agro Ltd.,523105,," ? 1,520.40 ",Plastic Products
Raj Rayon Industries Ltd.,530699,RAJRILTD," ? 1,514.21 ",Textile - Manmade  Fibres
Platinum Industries Ltd.,544134,PLATIND," ? 1,512.91 ",Chemicals
Jagsonpal Pharmaceuticals Ltd.,507789,JAGSNPHARM," ? 1,509.42 ",Pharmaceuticals & Drugs
Rhetan TMT Ltd.,543590,," ? 1,508.48 ",Steel & Iron Products
Madras Fertilizers Ltd.,590134,MADRASFERT," ? 1,506.62 ",Fertilizers
Suryoday Small Finance Bank Ltd.,543279,SURYODAY," ? 1,497.23 ",Bank - Private
Veranda Learning Solutions Ltd.,543514,VERANDA," ? 1,496.85 ",Educational Institutions
GRP Ltd.,509152,GRPLTD," ? 1,490.83 ",Rubber  Products
Bombay Super Hybrid Seeds Ltd.,,BSHSL," ? 1,490.42 ",Agriculture
Ramco Systems Ltd.,532370,RAMCOSYS," ? 1,488.52 ",IT - Software
Bharat Wire Ropes Ltd.,539799,BHARATWIRE," ? 1,487.67 ",Metal - Non Ferrous
R M Drip & Sprinklers Systems Ltd.,,RMDRIP," ? 1,486.06 ",Engineering - Industrial Equipments
Electrotherm (India) Ltd.,526608,ELECTHERM," ? 1,485.94 ",Steel & Iron Products
IG Petrochemicals Ltd.,500199,IGPL," ? 1,481.23 ",Chemicals
Ultramarine & Pigments Ltd.,506685,ULTRMARINE," ? 1,476.94 ",Chemicals
Virtuoso Optoelectronics Ltd.,543597,," ? 1,476.36 ",Electric Equipment
B.L. Kashyap and Sons Ltd.,532719,BLKASHYAP," ? 1,473.70 ",Construction - Real Estate
Kesar India Ltd.,543542,," ? 1,470.41 ",Construction - Real Estate
Agarwal Industrial Corporation Ltd.,531921,AGARIND," ? 1,468.56 ",Petrochemicals
Ashika Credit Capital Ltd.,543766,," ? 1,468.23 ",Finance - NBFC
Sportking India Ltd.,539221,SPORTKING," ? 1,467.05 ",Textile
Alicon Castalloy Ltd.,531147,ALICON," ? 1,460.92 ",Castings/Forgings
Reliance Industrial Infrastructure Ltd.,523445,RIIL," ? 1,459.49 ",Logistics
Panorama Studios International Ltd.,539469,," ? 1,459.21 ","Film Production, Distribution & Entertainment"
Orient Technologies Ltd.,544235,ORIENTTECH," ? 1,459.13 ",Trading
Yuken India Ltd.,522108,YUKEN," ? 1,455.48 ",Engineering - Industrial Equipments
Borosil Scientific Ltd.,544184,BOROSCI," ? 1,445.28 ",Packaging
DCM Shriram Industries Ltd.,523369,DCMSRIND," ? 1,441.20 ",Sugar
Blue Cloud Softech Solutions Ltd.,539607,," ? 1,430.13 ",IT - Software
India Motor Parts & Accessories Ltd.,590065,IMPAL," ? 1,425.59 ",Trading
Solex Energy Ltd.,,SOLEX," ? 1,422.69 ",Electric Equipment
Khazanchi Jewellers Ltd.,543953,," ? 1,419.11 ",Trading
GNA Axles Ltd.,540124,GNA," ? 1,416.07 ",Auto Ancillary
Arihant Foundations & Housing Ltd.,531381,ARIHANT," ? 1,414.42 ",Construction - Real Estate
Bajaj Steel Industries Ltd.,507944,," ? 1,408.68 ",Engineering - Industrial Equipments
Aayush Art and Bullion Ltd,540718,," ? 1,403.67 ",Trading
Centrum Capital Ltd.,501150,CENTRUM," ? 1,402.02 ",Finance - Investment
Heranba Industries Ltd.,543266,HERANBA," ? 1,401.87 ",Pesticides & Agrochemicals
Alldigi Tech Ltd.,532633,ALLDIGI," ? 1,400.33 ",BPO/ITeS
Manaksia Coated Metals & Industries Ltd.,539046,MANAKCOAT," ? 1,398.04 ",Steel & Iron Products
Paushak Ltd.,532742,," ? 1,396.60 ",Chemicals
Aimtron Electronics Ltd,,AIMTRON," ? 1,395.39 ",Electronics - Components
The Hi-Tech Gears Ltd.,522073,HITECHGEAR," ? 1,386.19 ",Auto Ancillary
Salasar Techno Engineering Ltd.,540642,SALASAR," ? 1,371.06 ",Engineering - Industrial Equipments
Vilas Transcore Ltd,,VILAS," ? 1,362.68 ",Electric Equipment
Dynacons Systems & Solutions Ltd.,532365,DSSL," ? 1,358.30 ",IT - Software
Cosmic CRF Ltd.,543928,," ? 1,357.98 ",Steel & Iron Products
Heubach Colorants India Ltd.,506390,HEUBACHIND," ? 1,355.02 ",Chemicals
Amines & Plasticizers Ltd.,506248,AMNPLST," ? 1,347.39 ",Chemicals
GTPL Hathway Ltd.,540602,GTPL," ? 1,340.45 ",TV Broadcasting & Software Production
Yatra Online Ltd,543992,YATRA," ? 1,337.90 ",Travel Services
Sterling Tools Ltd.,530759,STERTOOLS," ? 1,337.19 ",Fasteners
Mufin Green Finance Ltd.,542774,MUFIN," ? 1,337.12 ",Finance - Investment
Praveg Ltd.,531637,," ? 1,337.10 ","Hotel, Resort & Restaurants"
AYM Syntex Ltd.,508933,AYMSYNTEX," ? 1,335.42 ",Textile
Shanti Educational Initiatives Ltd.,539921,," ? 1,333.72 ",Educational Institutions
Control Print Ltd.,522295,CONTROLPR," ? 1,319.20 ",IT - Hardware
Kokuyo Camlin Ltd.,523207,KOKUYOCMLN," ? 1,314.08 ",Printing & Stationery
Texmaco Infrastructure & Holdings Ltd.,505400,TEXINFRA," ? 1,313.00 ",Construction - Real Estate
Asian Energy Services Ltd.,530355,ASIANENE," ? 1,311.46 ",Oil Exploration
Vardhman Holdings Ltd.,500439,VHL," ? 1,310.83 ",Finance - NBFC
One Point One Solutions Ltd.,,ONEPOINT," ? 1,310.18 ",BPO/ITeS
Capital Small Finance Bank Ltd.,544120,CAPITALSFB," ? 1,307.86 ",Bank - Private
India Power Corporation Ltd.,,DPSCLTD," ? 1,306.83 ",Power Generation/Distribution
Fairchem Organics Ltd.,543252,FAIRCHEMOR," ? 1,306.65 ",Chemicals
Wealth First Portfolio Managers Ltd.,,WEALTH," ? 1,306.09 ",Finance - Investment
Butterfly Gandhimathi Appliances Ltd.,517421,BUTTERFLY," ? 1,304.94 ",Consumer Durables - Domestic Appliances
Krishna Defence and Allied Industries Ltd.,,KRISHNADEF," ? 1,303.34 ",Defence
MIC Electronics Ltd.,532850,MICEL," ? 1,300.98 ",Electric Equipment
Deccan Cements Ltd.,502137,DECCANCE," ? 1,293.73 ",Cement & Construction Materials
5Paisa Capital Ltd.,540776,5PAISA," ? 1,289.94 ",Finance - Stock Broking
Benares Hotels Ltd.,509438,," ? 1,286.32 ","Hotel, Resort & Restaurants"
Sahana System Ltd.,,SAHANA," ? 1,286.06 ",IT - Software
Tribhovandas Bhimji Zaveri Ltd.,534369,TBZ," ? 1,281.23 ",Diamond  &  Jewellery
CIAN Agro Industries & Infrastructure Ltd.,519477,," ? 1,280.36 ",Edible Oil
Unicommerce eSolutions Ltd.,544227,UNIECOM," ? 1,279.85 ",IT - Software
Om Infra Ltd.,531092,OMINFRAL," ? 1,276.80 ",Engineering - Construction
Renaissance Global Ltd.,532923,RGL," ? 1,276.73 ",Diamond  &  Jewellery
Nelcast Ltd.,532864,NELCAST," ? 1,276.31 ",Castings/Forgings
The Yamuna Syndicate Ltd.,540980,," ? 1,275.57 ",Trading
Ganesh Green Bharat Ltd,,GGBL," ? 1,273.53 ",Electric Equipment
Oriental Aromatics Ltd.,500078,OAL," ? 1,265.54 ",Chemicals
Monte Carlo Fashions Ltd.,538836,MONTECARLO," ? 1,265.28 ",Textile
IRM Energy Ltd.,544004,IRMENERGY," ? 1,263.61 ",Industrial  Gases & Fuels
Godavari Biorefineries Ltd.,544279,GODAVARIB," ? 1,261.95 ",Sugar
Atul Auto Ltd.,531795,ATULAUTO," ? 1,261.16 ",Automobile Two & Three Wheelers
Vascon Engineers Ltd.,533156,VASCONEQ," ? 1,260.19 ",Engineering - Construction
Kellton Tech Solutions Ltd.,519602,KELLTONTEC," ? 1,258.81 ",IT - Software
3B Blackbio Dx Ltd.,532067,," ? 1,258.73 ",Pesticides & Agrochemicals
